query,result,rank,click,dwell_time,relevance,ctr,adjusted_relevance,ai_relevance,normalized_ai_relevance,behavior_weight,weighted_relevance,original_score,fine_tuned_score
best programming languages 2025,Most in-demand coding skills,3,1,2,1,0.0031545741324921,2,9.59332101047039e-05,0.2531324292108149,6,1.5187945752648895,9.59332101047039e-05,1.5187945752648895
best programming languages 2025,Best languages to learn,1,1,22,1,0.0031545741324921,22,9.530770330457017e-05,0.250025622329893,46,11.501178627175078,9.530770330457017e-05,11.501178627175078
best programming languages 2025,Top programming languages,2,1,32,1,0.0031545741324921,32,7.872181595303118e-05,0.16764578419074058,66,11.064621756588878,7.872181595303118e-05,11.064621756588878
best programming languages 2025,Most in-demand coding skills,3,1,58,1,0.0031545741324921,58,9.59332101047039e-05,0.2531324292108149,118,29.86962664687616,9.59332101047039e-05,29.86962664687616
learn python,Python tutorial,1,1,39,1,0.0032467532467532,39,0.00024630327243357897,1.0,80,80.0,0.00024630327243357897,80.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,1,43,1,0.0032467532467532,43,0.00015580591571051627,0.5505119840226522,88,48.4450545939934,0.00015580591571051627,48.4450545939934
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,24,1,0.0032467532467532,24,0.00010685342567740008,0.3073716491124193,50,15.368582455620967,0.00010685342567740008,15.368582455620967
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
learn python,Python tutorial,1,1,44,1,0.0032467532467532,44,0.00024630327243357897,1.0,90,90.0,0.00024630327243357897,90.0
learn python,Learn Python fast,2,1,33,1,0.0032467532467532,33,9.176792082143947e-05,0.23244400599381823,68,15.80619240757964,9.176792082143947e-05,15.80619240757964
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
learn python,Python tutorial,1,1,5,1,0.0032467532467532,5,0.00024630327243357897,1.0,12,12.0,0.00024630327243357897,12.0
learn python,Learn Python fast,2,0,0,0,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,1,10,1,0.0032467532467532,10,0.00015580591571051627,0.5505119840226522,22,12.11126364849835,0.00015580591571051627,12.11126364849835
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
weather new york,NYC weather today,1,1,6,1,0.0033112582781456,6,5.4528714827029034e-05,0.047481953784689196,14,0.6647473529856487,5.4528714827029034e-05,0.6647473529856487
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,1,27,1,0.0033112582781456,27,4.4968968722969294e-05,0.0,56,0.0,4.4968968722969294e-05,0.0
best laptop gaming,Laptop A review,1,1,24,1,0.0033557046979865,24,6.9844325480517e-05,0.12355250098514062,50,6.177625049257031,6.9844325480517e-05,6.177625049257031
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,1,25,1,0.0033557046979865,25,7.160750828916207e-05,0.13230998928271062,52,6.880119442700952,7.160750828916207e-05,6.880119442700952
learn python,Python tutorial,1,1,33,1,0.0032467532467532,33,0.00024630327243357897,1.0,68,68.0,0.00024630327243357897,68.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,0,0,1,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
learn python,Python tutorial,1,0,0,0,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,1,47,1,0.0032467532467532,47,9.176792082143947e-05,0.23244400599381823,96,22.31462457540655,9.176792082143947e-05,22.31462457540655
learn python,Python for beginners,3,1,45,1,0.0032467532467532,45,0.00015580591571051627,0.5505119840226522,92,50.647102530084005,0.00015580591571051627,50.647102530084005
best programming languages 2025,Best languages to learn,1,1,4,1,0.0031545741324921,4,9.530770330457017e-05,0.250025622329893,10,2.50025622329893,9.530770330457017e-05,2.50025622329893
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,22,1,0.0031545741324921,22,9.59332101047039e-05,0.2531324292108149,46,11.644091743697485,9.59332101047039e-05,11.644091743697485
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,1,29,1,0.0031545741324921,29,7.872181595303118e-05,0.16764578419074058,60,10.058747051444435,7.872181595303118e-05,10.058747051444435
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
cheap flights tokyo,Flight deals to Tokyo,1,1,10,1,0.0032467532467532,10,7.034215377643704e-05,0.12602514616653807,22,2.7725532156638373,7.034215377643704e-05,2.7725532156638373
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
learn python,Python tutorial,1,1,35,1,0.0032467532467532,35,0.00024630327243357897,1.0,72,72.0,0.00024630327243357897,72.0
learn python,Learn Python fast,2,1,53,1,0.0032467532467532,53,9.176792082143947e-05,0.23244400599381823,108,25.10395264733237,9.176792082143947e-05,25.10395264733237
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
learn python,Python tutorial,1,1,57,1,0.0032467532467532,57,0.00024630327243357897,1.0,116,116.0,0.00024630327243357897,116.0
learn python,Learn Python fast,2,1,59,1,0.0032467532467532,59,9.176792082143947e-05,0.23244400599381823,120,27.893280719258186,9.176792082143947e-05,27.893280719258186
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
learn python,Python tutorial,1,1,45,1,0.0032467532467532,45,0.00024630327243357897,1.0,92,92.0,0.00024630327243357897,92.0
learn python,Learn Python fast,2,1,43,1,0.0032467532467532,43,9.176792082143947e-05,0.23244400599381823,88,20.455072527456004,9.176792082143947e-05,20.455072527456004
learn python,Python for beginners,3,1,36,1,0.0032467532467532,36,0.00015580591571051627,0.5505119840226522,74,40.73788681767626,0.00015580591571051627,40.73788681767626
best laptop gaming,Laptop A review,1,1,41,1,0.0033557046979865,41,6.9844325480517e-05,0.12355250098514062,84,10.378410082751811,6.9844325480517e-05,10.378410082751811
best laptop gaming,Laptop B specs,2,1,55,1,0.0033557046979865,55,9.61163459578529e-05,0.25404203999136143,112,28.45270847903248,9.61163459578529e-05,28.45270847903248
best laptop gaming,Top gaming laptops,3,1,59,1,0.0033557046979865,59,7.160750828916207e-05,0.13230998928271062,120,15.877198713925274,7.160750828916207e-05,15.877198713925274
weather new york,NYC weather today,1,1,19,1,0.0033112582781456,19,5.4528714827029034e-05,0.047481953784689196,40,1.8992781513875678,5.4528714827029034e-05,1.8992781513875678
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,0,0,0,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
best laptop gaming,Laptop A review,1,1,47,1,0.0033557046979865,47,6.9844325480517e-05,0.12355250098514062,96,11.8610400945735,6.9844325480517e-05,11.8610400945735
best laptop gaming,Laptop B specs,2,1,38,1,0.0033557046979865,38,9.61163459578529e-05,0.25404203999136143,78,19.815279119326192,9.61163459578529e-05,19.815279119326192
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0,7.160750828916207e-05,0.13230998928271062,1,0.13230998928271062,7.160750828916207e-05,0.13230998928271062
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,1,52,1,0.0031545741324921,52,7.872181595303118e-05,0.16764578419074058,106,17.770453124218502,7.872181595303118e-05,17.770453124218502
best programming languages 2025,Most in-demand coding skills,3,1,43,1,0.0031545741324921,43,9.59332101047039e-05,0.2531324292108149,88,22.275653770551713,9.59332101047039e-05,22.275653770551713
best laptop gaming,Laptop A review,1,1,13,1,0.0033557046979865,13,6.9844325480517e-05,0.12355250098514062,28,3.4594700275839374,6.9844325480517e-05,3.4594700275839374
best laptop gaming,Laptop B specs,2,1,38,1,0.0033557046979865,38,9.61163459578529e-05,0.25404203999136143,78,19.815279119326192,9.61163459578529e-05,19.815279119326192
best laptop gaming,Top gaming laptops,3,1,9,1,0.0033557046979865,9,7.160750828916207e-05,0.13230998928271062,20,2.6461997856542125,7.160750828916207e-05,2.6461997856542125
best laptop gaming,Laptop A review,1,0,0,0,0.0,0,6.9844325480517e-05,0.12355250098514062,1,0.12355250098514062,6.9844325480517e-05,0.12355250098514062
best laptop gaming,Laptop B specs,2,1,13,1,0.0033557046979865,13,9.61163459578529e-05,0.25404203999136143,28,7.11317711975812,9.61163459578529e-05,7.11317711975812
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0,7.160750828916207e-05,0.13230998928271062,1,0.13230998928271062,7.160750828916207e-05,0.13230998928271062
best laptop gaming,Laptop A review,1,0,0,0,0.0,0,6.9844325480517e-05,0.12355250098514062,1,0.12355250098514062,6.9844325480517e-05,0.12355250098514062
best laptop gaming,Laptop B specs,2,1,33,1,0.0033557046979865,33,9.61163459578529e-05,0.25404203999136143,68,17.274858719412578,9.61163459578529e-05,17.274858719412578
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0,7.160750828916207e-05,0.13230998928271062,1,0.13230998928271062,7.160750828916207e-05,0.13230998928271062
cheap flights tokyo,Flight deals to Tokyo,1,1,30,1,0.0032467532467532,30,7.034215377643704e-05,0.12602514616653807,62,7.81355906232536,7.034215377643704e-05,7.81355906232536
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
cheap flights tokyo,Flight deals to Tokyo,1,1,40,1,0.0032467532467532,40,7.034215377643704e-05,0.12602514616653807,82,10.334061985656122,7.034215377643704e-05,10.334061985656122
cheap flights tokyo,Cheapest Tokyo flights,2,1,35,1,0.0032467532467532,35,0.00010685342567740008,0.3073716491124193,72,22.13075873609419,0.00010685342567740008,22.13075873609419
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
best programming languages 2025,Best languages to learn,1,1,15,1,0.0031545741324921,15,9.530770330457017e-05,0.250025622329893,32,8.000819914556576,9.530770330457017e-05,8.000819914556576
best programming languages 2025,Top programming languages,2,1,51,1,0.0031545741324921,51,7.872181595303118e-05,0.16764578419074058,104,17.43516155583702,7.872181595303118e-05,17.43516155583702
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
learn python,Python tutorial,1,0,0,0,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,1,16,1,0.0032467532467532,16,9.176792082143947e-05,0.23244400599381823,34,7.90309620378982,9.176792082143947e-05,7.90309620378982
learn python,Python for beginners,3,1,28,1,0.0032467532467532,28,0.00015580591571051627,0.5505119840226522,58,31.92969507331383,0.00015580591571051627,31.92969507331383
weather new york,NYC weather today,1,0,0,1,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,1,28,1,0.0033112582781456,28,4.905077730654739e-05,0.02027378597859375,58,1.1758795867584375,4.905077730654739e-05,1.1758795867584375
weather new york,New York climate,3,0,0,0,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
learn python,Python tutorial,1,0,0,0,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,1,51,1,0.0032467532467532,51,9.176792082143947e-05,0.23244400599381823,104,24.174176623357095,9.176792082143947e-05,24.174176623357095
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,1,7,1,0.0031545741324921,7,7.872181595303118e-05,0.16764578419074058,16,2.6823325470518493,7.872181595303118e-05,2.6823325470518493
best programming languages 2025,Most in-demand coding skills,3,1,59,1,0.0031545741324921,59,9.59332101047039e-05,0.2531324292108149,120,30.37589150529779,9.59332101047039e-05,30.37589150529779
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,29,1,0.0032467532467532,29,0.00014266659854911268,0.48525078948578115,60,29.11504736914687,0.00014266659854911268,29.11504736914687
learn python,Python tutorial,1,1,9,1,0.0032467532467532,9,0.00024630327243357897,1.0,20,20.0,0.00024630327243357897,20.0
learn python,Learn Python fast,2,1,12,1,0.0032467532467532,12,9.176792082143947e-05,0.23244400599381823,26,6.043544155839274,9.176792082143947e-05,6.043544155839274
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
best laptop gaming,Laptop A review,1,0,0,0,0.0,0,6.9844325480517e-05,0.12355250098514062,1,0.12355250098514062,6.9844325480517e-05,0.12355250098514062
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
