query,result,rank,click,dwell_time,relevance,ctr,adjusted_relevance
weather new york,NYC weather today,1,1,33,1,0.0033112582781456954,33
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,1,45,1,0.0033112582781456954,45
weather new york,New York climate,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,1,26,1,0.0031545741324921135,26
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,5,1,0.003355704697986577,5
best laptop gaming,Top gaming laptops,3,1,58,1,0.003355704697986577,58
cheap flights tokyo,Flight deals to Tokyo,1,1,52,1,0.003246753246753247,52
cheap flights tokyo,Cheapest Tokyo flights,2,1,56,1,0.003246753246753247,56
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,28,1,0.0031545741324921135,28
best programming languages 2025,Top programming languages,2,1,47,1,0.0031545741324921135,47
best programming languages 2025,Most in-demand coding skills,3,1,9,1,0.0031545741324921135,9
cheap flights tokyo,Flight deals to Tokyo,1,1,57,1,0.003246753246753247,57
cheap flights tokyo,Cheapest Tokyo flights,2,1,47,1,0.003246753246753247,47
cheap flights tokyo,Best airlines to Japan,3,1,29,1,0.003246753246753247,29
weather new york,NYC weather today,1,0,0,0,0.0,0
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,1,35,1,0.0033112582781456954,35
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,31,1,0.0033112582781456954,31
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,1,30,1,0.0033112582781456954,30
weather new york,New York climate,3,0,0,0,0.0,0
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,1,30,1,0.003246753246753247,30
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,1,55,1,0.0031545741324921135,55
best programming languages 2025,Most in-demand coding skills,3,1,35,1,0.0031545741324921135,35
weather new york,NYC weather today,1,1,10,1,0.0033112582781456954,10
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,1,56,1,0.0033112582781456954,56
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,1,14,1,0.003246753246753247,14
weather new york,NYC weather today,1,1,18,1,0.0033112582781456954,18
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,1,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,33,1,0.0031545741324921135,33
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
weather new york,NYC weather today,1,1,41,1,0.0033112582781456954,41
weather new york,Weather forecast,2,1,52,1,0.0033112582781456954,52
weather new york,New York climate,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,38,1,0.003246753246753247,38
cheap flights tokyo,Flight deals to Tokyo,1,1,41,1,0.003246753246753247,41
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,46,1,0.003246753246753247,46
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,1,46,1,0.003355704697986577,46
best laptop gaming,Top gaming laptops,3,1,45,1,0.003355704697986577,45
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,1,57,1,0.003246753246753247,57
learn python,Python for beginners,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,1,22,1,0.003355704697986577,22
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,1,3,1,0.003246753246753247,3
learn python,Python for beginners,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,16,1,0.003246753246753247,16
cheap flights tokyo,Best airlines to Japan,3,1,56,1,0.003246753246753247,56
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,18,1,0.003355704697986577,18
best laptop gaming,Top gaming laptops,3,1,3,1,0.003355704697986577,3
cheap flights tokyo,Flight deals to Tokyo,1,1,49,1,0.003246753246753247,49
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,54,1,0.0031545741324921135,54
best programming languages 2025,Top programming languages,2,1,6,1,0.0031545741324921135,6
best programming languages 2025,Most in-demand coding skills,3,1,22,1,0.0031545741324921135,22
weather new york,NYC weather today,1,1,37,1,0.0033112582781456954,37
weather new york,Weather forecast,2,1,60,1,0.0033112582781456954,60
weather new york,New York climate,3,1,7,1,0.0033112582781456954,7
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,7,1,0.0031545741324921135,7
best programming languages 2025,Top programming languages,2,1,24,1,0.0031545741324921135,24
best programming languages 2025,Most in-demand coding skills,3,1,59,1,0.0031545741324921135,59
cheap flights tokyo,Flight deals to Tokyo,1,1,27,1,0.003246753246753247,27
cheap flights tokyo,Cheapest Tokyo flights,2,1,49,1,0.003246753246753247,49
cheap flights tokyo,Best airlines to Japan,3,1,21,1,0.003246753246753247,21
weather new york,NYC weather today,1,1,15,1,0.0033112582781456954,15
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,12,1,0.0033112582781456954,12
learn python,Python tutorial,1,1,52,1,0.003246753246753247,52
learn python,Learn Python fast,2,1,13,1,0.003246753246753247,13
learn python,Python for beginners,3,1,57,1,0.003246753246753247,57
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,1,40,1,0.003246753246753247,40
learn python,Python for beginners,3,1,15,1,0.003246753246753247,15
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,37,1,0.0031545741324921135,37
learn python,Python tutorial,1,1,48,1,0.003246753246753247,48
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,54,1,0.003355704697986577,54
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,31,1,0.003246753246753247,31
best programming languages 2025,Best languages to learn,1,1,23,1,0.0031545741324921135,23
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,9,1,0.0031545741324921135,9
cheap flights tokyo,Flight deals to Tokyo,1,1,43,1,0.003246753246753247,43
cheap flights tokyo,Cheapest Tokyo flights,2,1,52,1,0.003246753246753247,52
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,1,12,1,0.003355704697986577,12
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,1,30,1,0.0033112582781456954,30
weather new york,New York climate,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,1,26,1,0.003355704697986577,26
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,1,40,1,0.003355704697986577,40
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,46,1,0.003355704697986577,46
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,51,1,0.0031545741324921135,51
best programming languages 2025,Top programming languages,2,1,14,1,0.0031545741324921135,14
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
weather new york,NYC weather today,1,0,0,0,0.0,0
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,1,29,1,0.0033112582781456954,29
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,1,30,1,0.0033112582781456954,30
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,1,6,1,0.0031545741324921135,6
best programming languages 2025,Most in-demand coding skills,3,1,54,1,0.0031545741324921135,54
weather new york,NYC weather today,1,0,0,0,0.0,0
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,1,4,1,0.003355704697986577,4
best laptop gaming,Laptop B specs,2,1,35,1,0.003355704697986577,35
best laptop gaming,Top gaming laptops,3,1,37,1,0.003355704697986577,37
best programming languages 2025,Best languages to learn,1,1,47,1,0.0031545741324921135,47
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,51,1,0.0031545741324921135,51
best programming languages 2025,Best languages to learn,1,1,3,1,0.0031545741324921135,3
best programming languages 2025,Top programming languages,2,1,17,1,0.0031545741324921135,17
best programming languages 2025,Most in-demand coding skills,3,1,46,1,0.0031545741324921135,46
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,1,34,1,0.003355704697986577,34
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0
weather new york,NYC weather today,1,1,36,1,0.0033112582781456954,36
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,1,53,1,0.0031545741324921135,53
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,16,1,0.0031545741324921135,16
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,1,32,1,0.003246753246753247,32
learn python,Python for beginners,3,1,39,1,0.003246753246753247,39
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,32,1,0.003246753246753247,32
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,1,35,1,0.003355704697986577,35
best laptop gaming,Laptop B specs,2,1,44,1,0.003355704697986577,44
best laptop gaming,Top gaming laptops,3,1,41,1,0.003355704697986577,41
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,1,55,1,0.003355704697986577,55
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,57,1,0.0033112582781456954,57
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,1,54,1,0.003246753246753247,54
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,1,12,1,0.003246753246753247,12
learn python,Python for beginners,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,7,1,0.0031545741324921135,7
best programming languages 2025,Top programming languages,2,1,5,1,0.0031545741324921135,5
best programming languages 2025,Most in-demand coding skills,3,1,36,1,0.0031545741324921135,36
best programming languages 2025,Best languages to learn,1,1,16,1,0.0031545741324921135,16
best programming languages 2025,Top programming languages,2,1,50,1,0.0031545741324921135,50
best programming languages 2025,Most in-demand coding skills,3,1,12,1,0.0031545741324921135,12
cheap flights tokyo,Flight deals to Tokyo,1,1,35,1,0.003246753246753247,35
cheap flights tokyo,Cheapest Tokyo flights,2,1,59,1,0.003246753246753247,59
cheap flights tokyo,Best airlines to Japan,3,1,5,1,0.003246753246753247,5
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,1,26,1,0.003355704697986577,26
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0
weather new york,NYC weather today,1,1,55,1,0.0033112582781456954,55
weather new york,Weather forecast,2,1,27,1,0.0033112582781456954,27
weather new york,New York climate,3,1,21,1,0.0033112582781456954,21
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,4,1,0.003246753246753247,4
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,33,1,0.003246753246753247,33
cheap flights tokyo,Best airlines to Japan,3,1,40,1,0.003246753246753247,40
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
weather new york,NYC weather today,1,1,24,1,0.0033112582781456954,24
weather new york,Weather forecast,2,1,17,1,0.0033112582781456954,17
weather new york,New York climate,3,1,49,1,0.0033112582781456954,49
best programming languages 2025,Best languages to learn,1,1,20,1,0.0031545741324921135,20
best programming languages 2025,Top programming languages,2,1,23,1,0.0031545741324921135,23
best programming languages 2025,Most in-demand coding skills,3,1,5,1,0.0031545741324921135,5
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,27,1,0.0033112582781456954,27
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,1,51,1,0.0033112582781456954,51
weather new york,New York climate,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,22,1,0.003246753246753247,22
cheap flights tokyo,Cheapest Tokyo flights,2,1,18,1,0.003246753246753247,18
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,1,55,1,0.0033112582781456954,55
weather new york,New York climate,3,1,44,1,0.0033112582781456954,44
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,1,37,1,0.0031545741324921135,37
best programming languages 2025,Most in-demand coding skills,3,1,14,1,0.0031545741324921135,14
weather new york,NYC weather today,1,1,14,1,0.0033112582781456954,14
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,26,1,0.0033112582781456954,26
best programming languages 2025,Best languages to learn,1,1,6,1,0.0031545741324921135,6
best programming languages 2025,Top programming languages,2,1,50,1,0.0031545741324921135,50
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,60,1,0.0031545741324921135,60
best programming languages 2025,Top programming languages,2,1,58,1,0.0031545741324921135,58
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,23,1,0.003246753246753247,23
